line,token,context
243,0.986,| GaMS3 | original | 0.986 | 0.871 | 0.100 | 0.107 |
243,0.871,| GaMS3 | original | 0.986 | 0.871 | 0.100 | 0.107 |
243,0.100,| GaMS3 | original | 0.986 | 0.871 | 0.100 | 0.107 |
243,0.107,| GaMS3 | original | 0.986 | 0.871 | 0.100 | 0.107 |
244,0.014,| GaMS3 | edit | 0.014 | 0.000 | 0.000 | 0.000 |
244,0.000,| GaMS3 | edit | 0.014 | 0.000 | 0.000 | 0.000 |
244,0.000,| GaMS3 | edit | 0.014 | 0.000 | 0.000 | 0.000 |
244,0.000,| GaMS3 | edit | 0.014 | 0.000 | 0.000 | 0.000 |
245,0.971,| Gemma | original | 0.971 | 0.939 | 0.087 | 0.327 |
245,0.939,| Gemma | original | 0.971 | 0.939 | 0.087 | 0.327 |
245,0.087,| Gemma | original | 0.971 | 0.939 | 0.087 | 0.327 |
245,0.327,| Gemma | original | 0.971 | 0.939 | 0.087 | 0.327 |
246,0.287,| Gemma | edit | 0.287 | 0.739 | 0.013 | 0.193 |
246,0.739,| Gemma | edit | 0.287 | 0.739 | 0.013 | 0.193 |
246,0.013,| Gemma | edit | 0.287 | 0.739 | 0.013 | 0.193 |
246,0.193,| Gemma | edit | 0.287 | 0.739 | 0.013 | 0.193 |
247,0.054,| Community ref | - | 0.054 | 0.114 | 0.007 | 0.027 |
247,0.114,| Community ref | - | 0.054 | 0.114 | 0.007 | 0.027 |
247,0.007,| Community ref | - | 0.054 | 0.114 | 0.007 | 0.027 |
247,0.027,| Community ref | - | 0.054 | 0.114 | 0.007 | 0.027 |
249,1e-14,inal to edit were significant (Holm-corrected p < 1e-14 for refusal reductions). Inva
249,0.000,< 1e-14 for refusal reductions). Invalid rate was 0.000 across all cells.
251,0.986,**GaMS3.** The edit reduced EN refusal from 0.986 to 0.014 and SL refusal from 
251,0.014,aMS3.** The edit reduced EN refusal from 0.986 to 0.014 and SL refusal from 0.871 to 
251,0.871,N refusal from 0.986 to 0.014 and SL refusal from 0.871 to 0.000. Both languages reac
251,0.000, from 0.986 to 0.014 and SL refusal from 0.871 to 0.000. Both languages reached near-
251,0.10,hed near-zero refusal. Over-refusal dropped from ~0.10 to 0.000 in both languages. G
251,0.000,-zero refusal. Over-refusal dropped from ~0.10 to 0.000 in both languages. GaMS3's ba
251,0.871,"SL refusal was already lower than its EN refusal (0.871 vs. 0.986), and the edit elim"
251,0.986," was already lower than its EN refusal (0.871 vs. 0.986), and the edit eliminated ref"
253,0.971,**Gemma.** The edit reduced EN refusal from 0.971 to 0.287 and SL refusal from 
253,0.287,emma.** The edit reduced EN refusal from 0.971 to 0.287 and SL refusal from 0.939 to 
253,0.939,N refusal from 0.971 to 0.287 and SL refusal from 0.939 to 0.739. The residual Sloven
253,0.739, from 0.971 to 0.287 and SL refusal from 0.939 to 0.739. The residual Slovene refusal
253,0.739,rom 0.939 to 0.739. The residual Slovene refusal (0.739) is 2.6× the residual English
253,2.6,to 0.739. The residual Slovene refusal (0.739) is 2.6× the residual English refusal
253,0.287,sal (0.739) is 2.6× the residual English refusal (0.287). This is the headline result
253,0.193,in both languages but remained substantial in SL (0.193 vs. 0.013 in EN for the edit)
253,0.013,nguages but remained substantial in SL (0.193 vs. 0.013 in EN for the edit). The orig
253,0.327,"nal Gemma model already had high SL over-refusal (0.327), and the edit reduced it onl"
253,0.193,"-refusal (0.327), and the edit reduced it only to 0.193."
255,0.054,ity Heretic abliteration applied to Gemma reached 0.054 EN refusal and 0.114 SL refus
255,0.114,ion applied to Gemma reached 0.054 EN refusal and 0.114 SL refusal. This more aggress
255,0.054," both languages but had higher FLORES NLL shifts (0.054 EN, 0.111 SL) than the select"
255,0.111,"uages but had higher FLORES NLL shifts (0.054 EN, 0.111 SL) than the selected trial."
257,100,"**Paired cross-language analysis (S5X, 100 matched pairs).** For Gemma e"
257,+0.69," For Gemma edit, the paired EN-SL refusal gap was +0.69 [0.60, 0.78]: on the same sem"
257,0.60,"mma edit, the paired EN-SL refusal gap was +0.69 [0.60, 0.78]: on the same semantic "
257,0.78,"it, the paired EN-SL refusal gap was +0.69 [0.60, 0.78]: on the same semantic conten"
257,69,"tent, Slovene refusal exceeded English refusal by 69 percentage points. The differ"
257,+0.66,"-in-differences (edit gap minus original gap) was +0.66 [0.55, 0.76]. For the communi"
257,0.55,"ferences (edit gap minus original gap) was +0.66 [0.55, 0.76]. For the community ref"
257,0.76,"es (edit gap minus original gap) was +0.66 [0.55, 0.76]. For the community reference"
257,+0.12,"6]. For the community reference, the gap was only +0.12 [0.05, 0.20]."
257,0.05," the community reference, the gap was only +0.12 [0.05, 0.20]."
257,0.20,"ommunity reference, the gap was only +0.12 [0.05, 0.20]."
261,6,### Experiment 6: GaMS3 surrogacy panel [ARTIF
265,246,**Method.** 246 Heretic edits (initial startu
265,160,ermined) portion of the unseen Slovene variation. 160 non-collapsed edits were fitt
269,95%,| Trait | R2* placebo | R2* test | Gap | 95% CI | Holm p | B_t [95% CI] |
269,95%,placebo | R2* test | Gap | 95% CI | Holm p | B_t [95% CI] |
271,0.983,"| R | 0.983 | 0.968 | **0.015** | [0.006,"
271,0.968,"| R | 0.983 | 0.968 | **0.015** | [0.006, 0.031] "
271,0.015,"| R | 0.983 | 0.968 | **0.015** | [0.006, 0.031] | NA | 0.0"
271,0.006,"| R | 0.983 | 0.968 | **0.015** | [0.006, 0.031] | NA | 0.004 [-0.004,"
271,0.031,"| R | 0.983 | 0.968 | **0.015** | [0.006, 0.031] | NA | 0.004 [-0.004, 0.009]"
271,0.004,"0.983 | 0.968 | **0.015** | [0.006, 0.031] | NA | 0.004 [-0.004, 0.009] |"
271,-0.004," 0.968 | **0.015** | [0.006, 0.031] | NA | 0.004 [-0.004, 0.009] |"
271,0.009," **0.015** | [0.006, 0.031] | NA | 0.004 [-0.004, 0.009] |"
272,0.998,"| R1 | 0.998 | 0.956 | **0.042** | [0.027,"
272,0.956,"| R1 | 0.998 | 0.956 | **0.042** | [0.027, 0.070] "
272,0.042,"| R1 | 0.998 | 0.956 | **0.042** | [0.027, 0.070] | NA | 0.0"
272,0.027,"| R1 | 0.998 | 0.956 | **0.042** | [0.027, 0.070] | NA | 0.015 [0.002, "
272,0.070,"| R1 | 0.998 | 0.956 | **0.042** | [0.027, 0.070] | NA | 0.015 [0.002, 0.030] "
272,0.015,"0.998 | 0.956 | **0.042** | [0.027, 0.070] | NA | 0.015 [0.002, 0.030] |"
272,0.002," 0.956 | **0.042** | [0.027, 0.070] | NA | 0.015 [0.002, 0.030] |"
272,0.030,"| **0.042** | [0.027, 0.070] | NA | 0.015 [0.002, 0.030] |"
273,0.982,"| Rb | 0.982 | 0.954 | **0.028** | [0.012,"
273,0.954,"| Rb | 0.982 | 0.954 | **0.028** | [0.012, 0.068] "
273,0.028,"| Rb | 0.982 | 0.954 | **0.028** | [0.012, 0.068] | NA | 0.0"
273,0.012,"| Rb | 0.982 | 0.954 | **0.028** | [0.012, 0.068] | NA | 0.005 [-0.007,"
273,0.068,"| Rb | 0.982 | 0.954 | **0.028** | [0.012, 0.068] | NA | 0.005 [-0.007, 0.013]"
273,0.005,"0.982 | 0.954 | **0.028** | [0.012, 0.068] | NA | 0.005 [-0.007, 0.013] |"
273,-0.007," 0.954 | **0.028** | [0.012, 0.068] | NA | 0.005 [-0.007, 0.013] |"
273,0.013," **0.028** | [0.012, 0.068] | NA | 0.005 [-0.007, 0.013] |"
274,0.977,"| K | 0.977 | 0.830 | **0.147** | [0.074,"
274,0.830,"| K | 0.977 | 0.830 | **0.147** | [0.074, 0.265] "
274,0.147,"| K | 0.977 | 0.830 | **0.147** | [0.074, 0.265] | 0.000 | "
274,0.074,"| K | 0.977 | 0.830 | **0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.00"
274,0.265,"| K | 0.977 | 0.830 | **0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.001, 0.12"
274,0.000," K | 0.977 | 0.830 | **0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.001, 0.121] |"
274,0.050,"77 | 0.830 | **0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.001, 0.121] |"
274,0.001,"830 | **0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.001, 0.121] |"
274,0.121,"*0.147** | [0.074, 0.265] | 0.000 | 0.050 [0.001, 0.121] |"
275,-0.225,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0."
275,0.417,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0.98] | 0."
275,-0.642,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0.98] | 0.954 | - |"
275,-14.8,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0.98] | 0.954 | - |"
275,0.98,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0.98] | 0.954 | - |"
275,0.954,"| N | -0.225 | 0.417 | -0.642 | [-14.8, 0.98] | 0.954 | - |"
276,0.272,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.2"
276,0.232,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.22] | 0.9"
276,0.040,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.22] | 0.954 | - |"
276,-8.37,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.22] | 0.954 | - |"
276,5.22,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.22] | 0.954 | - |"
276,0.954,"| M | 0.272 | 0.232 | 0.040 | [-8.37, 5.22] | 0.954 | - |"
278,0.015,"**Interpretation.** Gap_R = 0.015 [0.006, 0.031]: English refus"
278,0.006,"**Interpretation.** Gap_R = 0.015 [0.006, 0.031]: English refusal outc"
278,0.031,"**Interpretation.** Gap_R = 0.015 [0.006, 0.031]: English refusal outcomes pr"
278,0.968,"predicted Slovene refusal almost perfectly (R2* = 0.968), with only 1.5% of the ceili"
278,1.5%,"refusal almost perfectly (R2* = 0.968), with only 1.5% of the ceiling left unexplain"
278,0.004,"ove zero, is small. The blind share B_t for R was 0.004 with a CI spanning zero, mean"
280,0.147,"Gap_K = 0.147 [0.074, 0.265]: KL divergence"
280,0.074,"Gap_K = 0.147 [0.074, 0.265]: KL divergence showed"
280,0.265,"Gap_K = 0.147 [0.074, 0.265]: KL divergence showed a subs"
280,0.830,"acy gap. English KL predicted Slovene KL at R2* = 0.830, leaving 14.7% of the ceiling"
280,14.7%,"h KL predicted Slovene KL at R2* = 0.830, leaving 14.7% of the ceiling unexplained. T"
280,0.050,"of the ceiling unexplained. The blind share B_t = 0.050 [0.001, 0.121], with the CI e"
280,0.001,"ceiling unexplained. The blind share B_t = 0.050 [0.001, 0.121], with the CI excludin"
280,0.121," unexplained. The blind share B_t = 0.050 [0.001, 0.121], with the CI excluding zero:"
280,0.000,in Slovene that English KL does not see. Holm p = 0.000.
286,0.82,"sfer slopes.** The SL/EN transfer slope for R was 0.82 [0.74, 0.90]: when the edit m"
286,0.74,"lopes.** The SL/EN transfer slope for R was 0.82 [0.74, 0.90]: when the edit moves E"
286,0.90,"** The SL/EN transfer slope for R was 0.82 [0.74, 0.90]: when the edit moves English"
286,0.82,"ish refusal by one unit, Slovene refusal moves by 0.82 units. For K, the slope was 0"
286,0.39,"refusal moves by 0.82 units. For K, the slope was 0.39 [0.34, 0.48], much stronger a"
286,0.34,"l moves by 0.82 units. For K, the slope was 0.39 [0.34, 0.48], much stronger attenua"
286,0.48,"s by 0.82 units. For K, the slope was 0.39 [0.34, 0.48], much stronger attenuation. "
286,0.50," much stronger attenuation. For R1, the slope was 0.50 [0.46, 0.55]."
286,0.46,"stronger attenuation. For R1, the slope was 0.50 [0.46, 0.55]."
286,0.55,"er attenuation. For R1, the slope was 0.50 [0.46, 0.55]."
288,90%,**Forecast.** Conformal prediction intervals at 90% coverage met the 85% threshol
288,85%,rmal prediction intervals at 90% coverage met the 85% threshold on only 50% of trai
288,50%,als at 90% coverage met the 85% threshold on only 50% of trait × holdout-set combin
288,88, × holdout-set combinations. The core edit (trial 88) was out of support for all t
294,7,### Experiment 7: Gemma surrogacy panel [ARTIF
296,6,p for Gemma using the same protocol as experiment 6.
298,203,"**Setup.** 203 Heretic edits, 163 fitted. Th"
298,163,"**Setup.** 203 Heretic edits, 163 fitted. The same six traits w"
302,0.05,"- **P-a (Gap_R is small, ≤ 0.05):** NOT CONFIRMED. Gap_R1 = 0"
302,0.054,"ap_R is small, ≤ 0.05):** NOT CONFIRMED. Gap_R1 = 0.054 [0.022, 0.128]. The gap excee"
302,0.022," small, ≤ 0.05):** NOT CONFIRMED. Gap_R1 = 0.054 [0.022, 0.128]. The gap exceeded the"
302,0.128," ≤ 0.05):** NOT CONFIRMED. Gap_R1 = 0.054 [0.022, 0.128]. The gap exceeded the pre-re"
302,0.05, The gap exceeded the pre-registered threshold of 0.05 for R1.
303,0.018,"s was exploratory. Exploratory estimate: Gap_Rb = 0.018 [0.011, 0.043]."
303,0.011,"xploratory. Exploratory estimate: Gap_Rb = 0.018 [0.011, 0.043]."
303,0.043,"ory. Exploratory estimate: Gap_Rb = 0.018 [0.011, 0.043]."
305,0.057," is small):** NOT CONFIRMED. Gap_margin_matched = 0.057 [0.029, 0.130]."
305,0.029,"ll):** NOT CONFIRMED. Gap_margin_matched = 0.057 [0.029, 0.130]."
305,0.130,"NOT CONFIRMED. Gap_margin_matched = 0.057 [0.029, 0.130]."
307,+0.079,**Key result.** Gap_K = +0.079 (Holm p = 0.009): KL divergen
307,0.009,**Key result.** Gap_K = +0.079 (Holm p = 0.009): KL divergence showed a surr
307,0.147,"ap for Gemma as well, though smaller than GaMS3's 0.147. The SL/EN transfer slope for"
307,0.436,"aMS3's 0.147. The SL/EN transfer slope for R1 was 0.436, indicating strong attenuatio"
307,0.44,"rst-token refusal by one unit, Slovene moved only 0.44 units."
309,0.054,"cy gap on refusal traits was larger than GaMS3's (0.054 vs. 0.015 for R1), consistent"
309,0.015,"refusal traits was larger than GaMS3's (0.054 vs. 0.015 for R1), consistent with the "
309,0.079,"ne refusal after editing. The KL gap was smaller (0.079 vs. 0.147), but both models s"
309,0.147," after editing. The KL gap was smaller (0.079 vs. 0.147), but both models showed a si"
313,8,### Experiment 8: Causal test [ARTIFACT:art_hm
317,2,"ss that the model refuses, following Wang et al. [2]) from the English refusal di"
319,0.91,_EN alone reduced Gemma's harmful EN refusal from 0.91 to 0.23 but left SL refusal a
319,0.23,e reduced Gemma's harmful EN refusal from 0.91 to 0.23 but left SL refusal at 0.86. 
319,0.86, refusal from 0.91 to 0.23 but left SL refusal at 0.86. Adding r_prior (arm A2: d_EN
319,0.83,rior (arm A2: d_EN + r_prior) moved SL refusal to 0.83. The r_prior cut relative to 
319,0.036," 0.83. The r_prior cut relative to d_EN alone was 0.036 [-0.037, 0.109], not signific"
319,-0.037,"The r_prior cut relative to d_EN alone was 0.036 [-0.037, 0.109], not significantly di"
319,0.109,"ior cut relative to d_EN alone was 0.036 [-0.037, 0.109], not significantly different"
319,0.074,ignificantly larger than the best random control (0.074). KILL criteria a and c fired
319,1,"ontrol (0.074). KILL criteria a and c fired (part 1 failed, and F6 over-refusal t"
321,111,**Full Gemma activation arms (111 harmful + 111 harmless per la
321,111,**Full Gemma activation arms (111 harmful + 111 harmless per language):**
325,0.91,| A0 no-op | 0.91 | 0.99 | 0.05 | 0.28 |
325,0.99,| A0 no-op | 0.91 | 0.99 | 0.05 | 0.28 |
325,0.05,| A0 no-op | 0.91 | 0.99 | 0.05 | 0.28 |
325,0.28,| A0 no-op | 0.91 | 0.99 | 0.05 | 0.28 |
326,0.23,| A1 d_EN | 0.23 | 0.86 | 0.00 | 0.19 |
326,0.86,| A1 d_EN | 0.23 | 0.86 | 0.00 | 0.19 |
326,0.00,| A1 d_EN | 0.23 | 0.86 | 0.00 | 0.19 |
326,0.19,| A1 d_EN | 0.23 | 0.86 | 0.00 | 0.19 |
327,0.21,| A2 d_EN + r_prior | 0.21 | 0.83 | 0.00 | 0.12 |
327,0.83,| A2 d_EN + r_prior | 0.21 | 0.83 | 0.00 | 0.12 |
327,0.00,| A2 d_EN + r_prior | 0.21 | 0.83 | 0.00 | 0.12 |
327,0.12,| A2 d_EN + r_prior | 0.21 | 0.83 | 0.00 | 0.12 |
328,0.95,| A3 r_prior alone | 0.95 | 0.98 | 0.04 | 0.19 |
328,0.98,| A3 r_prior alone | 0.95 | 0.98 | 0.04 | 0.19 |
328,0.04,| A3 r_prior alone | 0.95 | 0.98 | 0.04 | 0.19 |
328,0.19,| A3 r_prior alone | 0.95 | 0.98 | 0.04 | 0.19 |
329,0.23,| A4 d_EN + language identity | 0.23 | 0.55 | 0.02 | 0.08 |
329,0.55,| A4 d_EN + language identity | 0.23 | 0.55 | 0.02 | 0.08 |
329,0.02,| A4 d_EN + language identity | 0.23 | 0.55 | 0.02 | 0.08 |
329,0.08,4 d_EN + language identity | 0.23 | 0.55 | 0.02 | 0.08 |
330,0.21,| A7 d_EN + rand_1 | 0.21 | 0.85 | 0.01 | 0.15 |
330,0.85,| A7 d_EN + rand_1 | 0.21 | 0.85 | 0.01 | 0.15 |
330,0.01,| A7 d_EN + rand_1 | 0.21 | 0.85 | 0.01 | 0.15 |
330,0.15,| A7 d_EN + rand_1 | 0.21 | 0.85 | 0.01 | 0.15 |
331,0.41,| A10 d_EN + shuffled-label r_prior | 0.41 | 0.73 | - | - |
331,0.73,| A10 d_EN + shuffled-label r_prior | 0.41 | 0.73 | - | - |
335,1,1. **r_prior alone (A3)** had a
335,0.99,"ad almost no effect: SL harmful refusal went from 0.99 to 0.98, EN from 0.91 to 0.95"
335,0.98,"t no effect: SL harmful refusal went from 0.99 to 0.98, EN from 0.91 to 0.95. The fa"
335,0.91,"L harmful refusal went from 0.99 to 0.98, EN from 0.91 to 0.95. The false-refusal di"
335,0.95,"l refusal went from 0.99 to 0.98, EN from 0.91 to 0.95. The false-refusal direction "
337,2,2. **Language-identity directio
337,0.86,"ombined with d_EN reduced SL harmful refusal from 0.86 to 0.55, the largest single-d"
337,0.55,"with d_EN reduced SL harmful refusal from 0.86 to 0.55, the largest single-direction"
337,2.0,"mprovement. However, it also raised FLORES NLL by 2.0 (EN) and 1.9 (SL), destroying"
337,1.9,"owever, it also raised FLORES NLL by 2.0 (EN) and 1.9 (SL), destroying language mod"
339,3,"3. **Random directions (A7, A8,"
339,0.74," A9)** combined with d_EN left SL refusal between 0.74 and 0.85, comparable to d_EN "
339,0.85,"mbined with d_EN left SL refusal between 0.74 and 0.85, comparable to d_EN alone. Ra"
341,4,4. **Shuffled-label r_prior (A1
341,0.73, (A10)** combined with d_EN reduced SL refusal to 0.73 but also raised EN harmful re
341,0.41,"sal to 0.73 but also raised EN harmful refusal to 0.41, suggesting the shuffled dire"
343,48,**Exploratory: layer-matched d_EN across all 48 layers (X1).** Applying the p
343,48,ng the per-layer English refusal direction at all 48 layers simultaneously reduced
343,0.86,rs simultaneously reduced SL harmful refusal from 0.86 to 0.10 and EN harmful refusa
343,0.10,taneously reduced SL harmful refusal from 0.86 to 0.10 and EN harmful refusal to 0.0
343,0.03,fusal from 0.86 to 0.10 and EN harmful refusal to 0.03. This is the only interventio
343,0.29," every layer simultaneously, raised FLORES NLL by 0.29 (EN) and 0.52 (SL), and is no"
343,0.52,"imultaneously, raised FLORES NLL by 0.29 (EN) and 0.52 (SL), and is not equivalent t"
349,1,| Layers 1-12 | 0.82 | 0.79 | 0.743 |
349,12,| Layers 1-12 | 0.82 | 0.79 | 0.743 |
349,0.82,| Layers 1-12 | 0.82 | 0.79 | 0.743 |
349,0.79,| Layers 1-12 | 0.82 | 0.79 | 0.743 |
349,0.743,| Layers 1-12 | 0.82 | 0.79 | 0.743 |
350,13,| Layers 13-24 | 0.82 | 0.45 | 0.017 |
350,24,| Layers 13-24 | 0.82 | 0.45 | 0.017 |
350,0.82,| Layers 13-24 | 0.82 | 0.45 | 0.017 |
350,0.45,| Layers 13-24 | 0.82 | 0.45 | 0.017 |
350,0.017,| Layers 13-24 | 0.82 | 0.45 | 0.017 |
351,25,| Layers 25-36 | 0.70 | 0.72 | 0.082 |
351,36,| Layers 25-36 | 0.70 | 0.72 | 0.082 |
351,0.70,| Layers 25-36 | 0.70 | 0.72 | 0.082 |
351,0.72,| Layers 25-36 | 0.70 | 0.72 | 0.082 |
351,0.082,| Layers 25-36 | 0.70 | 0.72 | 0.082 |
352,37,| Layers 37-48 | 0.99 | 0.87 | -0.003 |
352,48,| Layers 37-48 | 0.99 | 0.87 | -0.003 |
352,0.99,| Layers 37-48 | 0.99 | 0.87 | -0.003 |
352,0.87,| Layers 37-48 | 0.99 | 0.87 | -0.003 |
352,-0.003,| Layers 37-48 | 0.99 | 0.87 | -0.003 |
353,1,| Layers 1-24 | 0.55 | 0.42 | 0.409 |
353,24,| Layers 1-24 | 0.55 | 0.42 | 0.409 |
353,0.55,| Layers 1-24 | 0.55 | 0.42 | 0.409 |
353,0.42,| Layers 1-24 | 0.55 | 0.42 | 0.409 |
353,0.409,| Layers 1-24 | 0.55 | 0.42 | 0.409 |
354,1,| Layers 1-36 | 0.21 | 0.38 | 0.513 |
354,36,| Layers 1-36 | 0.21 | 0.38 | 0.513 |
354,0.21,| Layers 1-36 | 0.21 | 0.38 | 0.513 |
354,0.38,| Layers 1-36 | 0.21 | 0.38 | 0.513 |
354,0.513,| Layers 1-36 | 0.21 | 0.38 | 0.513 |
355,48,| All 48 | 0.23 | 0.37 | 0.524 |
355,0.23,| All 48 | 0.23 | 0.37 | 0.524 |
355,0.37,| All 48 | 0.23 | 0.37 | 0.524 |
355,0.524,| All 48 | 0.23 | 0.37 | 0.524 |
357,13,No single band removed Slovene refusal. Layers 13-24 were most effective for En
357,24,No single band removed Slovene refusal. Layers 13-24 were most effective for Engli
357,0.45,al. Layers 13-24 were most effective for English (0.45) but left Slovene at 0.82. La
357,0.82, effective for English (0.45) but left Slovene at 0.82. Layers 25-36 provided the mo
357,25,r English (0.45) but left Slovene at 0.82. Layers 25-36 provided the most Slovene 
357,36,nglish (0.45) but left Slovene at 0.82. Layers 25-36 provided the most Slovene red
357,0.70,-36 provided the most Slovene reduction per band (0.70) without large NLL cost. Full
363,0.89,| W0 core Heretic edit | 0.89 | 0.39 | -0.005 |
363,0.39,| W0 core Heretic edit | 0.89 | 0.39 | -0.005 |
363,-0.005,| W0 core Heretic edit | 0.89 | 0.39 | -0.005 |
364,0.76,| W1 core + r_prior weight edit | 0.76 | 0.23 | 0.009 |
364,0.23,| W1 core + r_prior weight edit | 0.76 | 0.23 | 0.009 |
364,0.009,| W1 core + r_prior weight edit | 0.76 | 0.23 | 0.009 |
365,0.11,| W3 core + layer-matched d_EN(h) | 0.11 | 0.29 | 0.546 |
365,0.29,| W3 core + layer-matched d_EN(h) | 0.11 | 0.29 | 0.546 |
365,0.546,| W3 core + layer-matched d_EN(h) | 0.11 | 0.29 | 0.546 |
366,0.47,| W4 core + random weight edit | 0.47 | 0.70 | 0.064 |
366,0.70,| W4 core + random weight edit | 0.47 | 0.70 | 0.064 |
366,0.064,| W4 core + random weight edit | 0.47 | 0.70 | 0.064 |
368,0.89, r_prior weight edit (W1) reduced SL refusal from 0.89 to 0.76 while also reducing E
368,0.76, weight edit (W1) reduced SL refusal from 0.89 to 0.76 while also reducing EN refusa
368,0.23,"om 0.89 to 0.76 while also reducing EN refusal to 0.23, but the SL residual remained"
368,0.11, high. The layer-matched weight edit (W3) reached 0.11 SL refusal but at severe NLL 
368,+0.55,) reached 0.11 SL refusal but at severe NLL cost (+0.55). The random weight edit (W4)
368,0.47,The random weight edit (W4) reduced SL refusal to 0.47 while raising EN refusal to 0
368,0.70,"ed SL refusal to 0.47 while raising EN refusal to 0.70, suggesting it disrupted the "
370,70,"ity Heretic reference vs. core edit (S4 held-out, 70 pairs):**"
374,0.39,| W0 core edit | 0.39 | 0.89 | 0.07 |
374,0.89,| W0 core edit | 0.39 | 0.89 | 0.07 |
374,0.07,| W0 core edit | 0.39 | 0.89 | 0.07 |
375,0.01,| C0 community edit | 0.01 | 0.26 | 0.01 |
375,0.26,| C0 community edit | 0.01 | 0.26 | 0.01 |
375,0.01,| C0 community edit | 0.01 | 0.26 | 0.01 |
376,0.01,| C1 community + r_prior | 0.01 | 0.20 | 0.00 |
376,0.20,| C1 community + r_prior | 0.01 | 0.20 | 0.00 |
376,0.00,| C1 community + r_prior | 0.01 | 0.20 | 0.00 |
378,0.26,The community edit reached much lower SL refusal (0.26) than the selected trial's ed
378,0.89,"SL refusal (0.26) than the selected trial's edit (0.89), at the cost of slightly hig"
378,+0.11,"0.89), at the cost of slightly higher FLORES NLL (+0.11 SL). Adding r_prior to the co"
378,0.26,"ior to the community edit reduced SL refusal from 0.26 to 0.20, a modest improvement"
378,0.20,"he community edit reduced SL refusal from 0.26 to 0.20, a modest improvement. The co"
384,0.93,| G0 no-op | 0.93 | 0.95 | 0.07 | 0.10 |
384,0.95,| G0 no-op | 0.93 | 0.95 | 0.07 | 0.10 |
384,0.07,| G0 no-op | 0.93 | 0.95 | 0.07 | 0.10 |
384,0.10,| G0 no-op | 0.93 | 0.95 | 0.07 | 0.10 |
385,0.57,| G1 d_EN | 0.57 | 0.50 | 0.00 | 0.04 |
385,0.50,| G1 d_EN | 0.57 | 0.50 | 0.00 | 0.04 |
385,0.00,| G1 d_EN | 0.57 | 0.50 | 0.00 | 0.04 |
385,0.04,| G1 d_EN | 0.57 | 0.50 | 0.00 | 0.04 |
387,0.93,"N reduced both EN and SL refusal comparably (from 0.93/0.95 to 0.57/0.50), consisten"
387,0.95,"uced both EN and SL refusal comparably (from 0.93/0.95 to 0.57/0.50), consistent wit"
387,0.57,"h EN and SL refusal comparably (from 0.93/0.95 to 0.57/0.50), consistent with the sm"
387,0.50,"and SL refusal comparably (from 0.93/0.95 to 0.57/0.50), consistent with the small s"
387,6, with the small surrogacy gap found in experiment 6. The EN-SL difference was min
397,6%,e English-tuned Heretic edit reduced refusal to ≤ 6% in both languages (experiment
397,5,"ced refusal to ≤ 6% in both languages (experiment 5, T1). The surrogacy gap on re"
397,0.015,"periment 5, T1). The surrogacy gap on refusal was 0.015, meaning English outcomes pre"
397,6,ted Slovene outcomes almost perfectly (experiment 6). The frozen probe collapsed 
397,5," frozen probe collapsed after editing (experiment 5, T6), indicating the edit des"
397,3,"nual Slovene pretraining on top of the same Gemma-3 base, its harm representation"
399,0.971,ansfer gap. The edit reduced English refusal from 0.971 to 0.287 on RefusEU but left 
399,0.287,p. The edit reduced English refusal from 0.971 to 0.287 on RefusEU but left Slovene r
399,0.739,1 to 0.287 on RefusEU but left Slovene refusal at 0.739 (experiment 4). The surrogacy
399,4,sEU but left Slovene refusal at 0.739 (experiment 4). The surrogacy gap on first-
399,0.054, 4). The surrogacy gap on first-token refusal was 0.054 (experiment 7). The frozen pr
399,7, gap on first-token refusal was 0.054 (experiment 7). The frozen probe was preser
399,5,"zen probe was preserved after editing (experiment 5, T6), meaning the harm signal"
399,8, but not for Slovene. The causal test (experiment 8) found that no single directi
399,48,ene residual; only cumulative steering across all 48 layers achieved near-zero Slo
401,6, not carry the gap** in either model (experiments 6 and 7). The surrogacy gap is 
401,7,arry the gap** in either model (experiments 6 and 7). The surrogacy gap is not ex
403,0.147,d a blind surrogacy gap** in both models: Gap_K = 0.147 for GaMS3 and 0.079 for Gemma
403,0.079,gap** in both models: Gap_K = 0.147 for GaMS3 and 0.079 for Gemma. The English KL con
405,0.20,"as preserved** in all cells: macro task changes ≤ 0.20 points, FLORES NLL changes ≤ "
405,0.002," task changes ≤ 0.20 points, FLORES NLL changes ≤ 0.002 (experiments 5, T3-T4). The e"
405,5,"0 points, FLORES NLL changes ≤ 0.002 (experiments 5, T3-T4). The edits did not da"
