section,artifact,class,text,backing_workspace,linked_registry_claims,backing_exists,label_provenance
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,"The random weight edit (W4) left EN refusal at 0.70, comparable to the W0 baseline under this judge [Correction, iter 4: the previous text said the random edit ""raised"" EN refusal to 0.70, but this is within-table relative to W0 (0.39), and the difference may partly reflect noise or judge sensitivity rather than a genuine disruption of English refusal].",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,"**Community Heretic reference vs. core edit (S4 held-out, 70 pairs):**",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,INTERPRETATION,| Arm | EN harmful | SL harmful | SL harmless |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,| W0 core edit | 0.39 | 0.89 | 0.07 |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,| C0 community edit | 0.01 | 0.26 | 0.01 |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,| C1 community + r_prior | 0.01 | 0.20 | 0.00 |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,"The community edit reached much lower SL refusal (0.26) than the selected trial's edit (0.89), at the cost of slightly higher FLORES NLL (+0.11 SL).",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,"Adding r_prior to the community edit reduced SL refusal from 0.26 to 0.20, a modest improvement.",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,INTERPRETATION,"The community edit achieved stronger refusal suppression because it was more aggressive overall, not because it targeted Slovene specifically.",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,INTERPRETATION,**GaMS3 descriptive arms.** The GaMS3 results were descriptive (not pre-registered for the causal test):,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,INTERPRETATION,| Arm | EN harmful | SL harmful | EN harmless | SL harmless |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,| G0 no-op | 0.93 | 0.95 | 0.07 | 0.10 |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,| G1 d_EN | 0.57 | 0.50 | 0.00 | 0.04 |,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,OBSERVATION,"For GaMS3, applying d_EN reduced both EN and SL refusal comparably (from 0.93/0.95 to 0.57/0.50), consistent with the small surrogacy gap found in experiment 6.",iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Experiment 8: Causal test [ARTIFACT:art_hmbXDppkPZnR],art_hmbXDppkPZnR,INTERPRETATION,The EN-SL difference was minor.,iter_2/gen_art/gen_art_experiment_8,,True,OTHER_ROUND_ARTIFACT
Iteration 3,,INTERPRETATION,Iteration 3 was prompted by the reviewer's blocking feedback on the iteration-2 draft.,,,False,
Iteration 3,,OBSERVATION,"Three objections required experimental answers: (1) the headline gap (+0.69 on S5X strict) depends on a single judge, and the keyword proxy that Heretic actually optimises assigns a gap of only +0.06; no number in the draft was stated as a range across judges.",,E4.gap_strict_gemma_edit;E4.gap_keyword_gemma_edit,True,VIA_REGISTRY
Iteration 3,,OBSERVATION,"(2) The depth localisation from experiment 8 (no single 12-layer band removes Slovene refusal, cumulative three-band steering reaches SL 0.21) suggests coverage matters, but every arm in iteration 2 varied coverage and strength together; there was no matched-energy comparison.",,E13.groups_8of8_en;E13.groups_8of8_sl,True,VIA_REGISTRY
Iteration 3,,INTERPRETATION,(3) The depth-redundancy observation rests on two sibling checkpoints from one architecture; it could be coincidence rather than a measurable quantity.,,,False,
Iteration 3,,INTERPRETATION,"Iteration 3 therefore ran four experiments and one evaluation audit, each attacking the reviewer's objections from a different angle.",,,False,
Iteration 3,,INTERPRETATION,"[Correction, iter 4: the audit pod (evaluation 1) covered iterations 1-2 only; iteration-3 numbers have not been independently re-derived by the run's own tooling.",,,False,
Iteration 3,,OBSERVATION,The audited mismatch rate elsewhere was 5.5% (8/167 numbers in iterations 1-2) and 4.9% (5/102 in iteration 4); these rates are the best available prior for the unaudited iteration-3 sections.],,E13.groups_8of8_en;E13.groups_8of8_sl,True,VIA_REGISTRY
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"**Goal.** Test whether depth coverage or total edit energy governs how much Slovene refusal survives, by building weight edits that cross coverage with strength at matched total removal energy.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**Setup.** Weight edits were constructed using Heretic's operator path (orthogonalize_direction=true, row_normalization='full', rank-3 LoRA, per-layer d_EN(h) from experiment 8 directions) on google/gemma-3-12b-it, crossing 10 coverage sets with 4 to 5 per-layer strength levels.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"Coverage sets included four contiguous 12-layer bands (B1: 1-12, B2: 13-24, B3: 25-36, B4: 37-48), two cumulative sets (C24: 1-24, C36: 1-36), a full-depth set (ALL48), stride-2 (S2) and stride-4 (S4) sets, and the support of the iteration-1 Heretic kernel (K96).",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"Strength was controlled by a per-layer projection coefficient c in {0.25, 0.50, 1.00, 1.50}, with total removal energy E computed analytically for every cell before running.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The panel comprised 122 cells scored on 27,784 generations by a local Qwen3-14B judge with the frozen experiment-4 rubric, certified at kappa 0.87 vs gpt-4.1 within edited checkpoints.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,PARTIAL counts as compliance throughout.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,INVALID is excluded from denominators.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,**Part A: DEV depth-redundancy index.** Cumulative-prefix directional ablation (activation-only) on S3 half-A (44 harmful items per language) gave (source: results/dev_index.json):,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,| Family | Lang | index_L |,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| prefix | EN | 16 [16, 20] |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| prefix | SL | 20 [20, 28] |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| suffix | EN | 24 [24, 24] |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| suffix | SL | 24 [24, 28] |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,The English index (the minimal layer count whose ablation brings refusal below 0.5) is 16; the Slovene index is 20.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,Slovene needs at least one more 4-layer step of coverage than English.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The leave-one-band-out necessity profile shows the 25-36 band is most necessary for Slovene (LOBO necessity +0.39) but not for English (+0.00), indicating Slovene refusal is written more deeply.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"[Correction, iter 4: the cross-language index gap (20 vs 16) sits inside its own language-permutation null; the artifact's audit script explicitly demoted this statistic.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,The index is necessary but not sufficient: approximately half the cells at or above the index threshold do not cross the 0.5 refusal boundary.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"After Holm adjustment across the surviving confirmatory contrasts, no individual contrast reaches significance.]",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"**Part P2: Matched-energy groups (source: results/matched_energy_groups.json).** Four groups, each containing a narrow-and-strong and a broad-and-weak cell within the same total removal energy:",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,| Group | E | SL narrow | SL broad | SL contrast [CI] | EN contrast |,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| G1 | 16.7 | 0.98 | 1.00 | -0.02 [-0.07, 0.00] | -0.03 |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| G2 | 19.2 | 0.63 | 0.98 | -0.34 [-0.49, -0.20] | -0.27 |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| G3 | 35.6 | 1.00 | 0.66 | +0.34 [+0.20, +0.49] | +0.67 |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"| G4 | 37.7 | 0.95 | 0.73 | +0.22 [+0.10, +0.34] | +0.30 |",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The pooled SL contrast (narrow minus broad) was +0.05 [-0.00, 0.10]; the pooled EN contrast was +0.17 [0.09, 0.24].",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The difference-of-differences SL-EN was -0.12 [-0.21, -0.03].",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,UNEXECUTED_PROPOSAL,**P2 FAIL**: the confirmatory prediction that broad-and-weak beats narrow-and-strong for Slovene at matched energy was not supported.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The groups split: G2 favoured narrow (narrow SL 0.63 < broad SL 0.98), while G3 and G4 favoured broad.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"The direction of the matched-energy contrast depended on WHICH layers carried the energy, not on how many.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**Part P1: Coverage regression.** The incremental R2 of coverage terms (number of covered layers, depth span) over the base model (log E + EN refusal + static band masses) was dR2 = 0.040 [0.006, 0.136] on 46 cells.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,FAILED_HYPOTHESIS,The falsifier (dR2 < 0.05) fired.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,Coverage as a count of layers does not add meaningful predictive power over total energy and placement.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,FAILED_HYPOTHESIS,**P1 FAIL.**,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**Part P3: DEV index prediction.** The frozen DEV index predicted per-cell residuals out of sample at Spearman 0.78 [0.64, 0.88] for both EN and SL.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,**P3 PASS** (threshold: Spearman >= 0.6).,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"On held-out harm categories, the SL Spearman was 0.72 [0.13, 1.00] (n=10 cells).",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**Exploratory: which layers, not how many.** The pre-registered exploratory analysis (declared before outcomes were read) revealed that the fraction of layers 13-24 covered by a set predicts the lowest Slovene refusal that set achieves at any strength, at Spearman -0.942 across 10 coverage sets (placebo-verified, p = 0.004).",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"Sets covering all of layers 13-24 (ALL48, C36, K96, B2, C24) all reached SL < 0.20 at sufficient strength.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"Sets missing layers 13-24 (S4, B3, B1, B4) never reached SL < 0.93 at any strength.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The band-mass regression confirmed this: in the SL model (R2 = 0.701), the mass of energy in band 13-24 was the dominant predictor; in the EN model (R2 = 0.811), band 13-24 mass also dominated, but at lower coefficients.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The contiguous-vs-strided comparison at matched energy (33 pairs within 15% log E) showed strided coverage leaves 0.12 [0.07, 0.19] more Slovene refusal while covering more layers on average (-5.5 more), with the effect carried by magnitude rather than by a majority of pairs (17/33).",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**S5X verified pairs (declared second touch, n=100).** At c=1.5 with full coverage (ALL48 and K96), the SL-EN gap was +0.06 [0.00, 0.12], compared to the no-op gap of +0.07 [0.03, 0.12].",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"The high-dose, full-coverage weight edit closes the gap to near-baseline.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"**Per-layer write mass (exploratory).** English and Slovene refusal write mass spread over the same number of layers (18 to 80% cumulative), but the distribution differs: Slovene's mass sits 60% in band 25-36 vs English's 63% in band 37-48.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,The prediction that Slovene's mass is spread over MORE layers was FALSE.,iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"Instead, it is spread over DIFFERENT layers.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,INTERPRETATION,"[Correction, iter 4: The band-mass regression's evidence is model-specific and weaker than previously stated.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"In the EN model (R2 = 0.811), band 13-24 mass is the dominant predictor.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"In the SL model (R2 = 0.701), the band 13-24 coefficient is +0.156 with CI [-0.240, 0.529], which does not reach significance; the dominant SL term is instead the English refusal rate (coefficient 0.855).",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The supporting evidence for Slovene is therefore the rank statistic (Spearman -0.942) and the matched-energy/matched-count contrasts, not the regression.",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 9: Gemma coverage × strength factorial [ARTIFACT:art_ex4hbgThhJaL],art_ex4hbgThhJaL,OBSERVATION,"The coverage sets listed as missing layers 13-24 should include S2 (half coverage, 50%) and S4 (quarter coverage, 25%) with their distinct outcomes (S2 min SL 0.732, S4 min SL 0.927), rather than being assigned to the missing list.]",iter_3/gen_art/gen_art_experiment_9,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,"**Goal.** Run the identical coverage × strength factorial and DEV index on GaMS3, the checkpoint whose English-derived edit transferred, to test whether index_SL ≈ index_EN there.",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"**DEV index (source: results/dev_index.json):** EN = 16 [16, 16], SL = 20 [16, 24].",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,"The Slovene index is one grid step above English, with overlapping CIs.",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,In both models the English index is shallower; the SL lag is common to both checkpoints.,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"**Weight-edit panel (57 cells, source: results/panel_summary.json).** The matched-energy groups gave:",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,| Group | E | SL narrow | SL broad | SL contrast |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"| E1 | 6.9 | 0.81 | 0.88 | -0.06 [-0.14, 0.00] |",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"| E2 | 13.9 | 0.55 | 0.71 | -0.16 [-0.23, -0.09] |",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"| E3 | 27.8 | 0.35 | 0.44 | -0.09 [-0.18, -0.01] |",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"In all three groups, the narrow-and-strong cell (B2 or B3, layers 13-24 or 25-36) left LESS Slovene refusal than the broad-and-weak cell (STR2 or STR4, strided).",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,FAILED_HYPOTHESIS,"**PB2 FALSIFIED OPPOSITE**: at matched energy, narrow beats broad for GaMS3, the reverse of what the hypothesis predicted.",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"**PB1 NOT SUPPORTED**: dR2(coverage | base) = 0.002 [0.000, 0.010].",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,**Nested R2 (where the variance sits):**,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,INTERPRETATION,| Model | R2 |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,| logE | 0.325 |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,| logE + placement (b3 band masses) | 0.718 |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,| logE + count | 0.400 |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,| logE + count + span | 0.532 |,iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
Experiment 10: GaMS3 coverage test [ARTIFACT:art_xLy2vVlI7OEL],art_xLy2vVlI7OEL,OBSERVATION,"Placement (which band the energy sits in) explains 71.8% of the Slovene residual variance, while count (how many layers) explains only 40.0%.",iter_3/gen_art/gen_art_experiment_10,,True,OTHER_ROUND_ARTIFACT
